,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average
4181,0,['comedy'],44562,en,Ed and His Dead Mother,"A mourning son makes a deal to reanimate his one year dead mother, however things turn into an unexpected direction.",0.023436,[''],[''],1993-06-04,0,93.0,['en'],Ed and His Dead Mother,5.5
4182,0,"['adventure', 'drama', 'foreign']",37232,en,Travellers and Magicians,"A young government official, named Dondup, who is smitten with America (he even has a denim gho) dreams of escaping there while stuck in a beautiful but isolated village. He hopes to connect in the U.S. with a visa out of the country. He misses the one bus out of town to Thimphu, however, and is forced to hitchhike and walk along the Lateral Road to the west, accompanied by an apple seller, a Buddhist monk with his ornate, dragon-headed dramyin, a drunk, a widowed rice paper maker, and his beautiful daughter, Sonam.",0.749699,['prayer_flag_pictures'],"['bt', 'gb', 'au']",2003-09-09,0,108.0,['dz'],Travellers and Magicians,6.8
4183,1800000,['western'],4929,en,Hang 'em High,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice.",11.756943,['united_artists'],['us'],1968-07-31,6800000,114.0,['en'],Hang 'em High,6.7
4184,0,"['crime', 'drama']",36334,en,Deadline - U.S.A.,"With three days before his paper folds, a crusading editor tries to expose a vicious gangster.",0.225627,['twentieth_century_fox_film_corporation'],['us'],1952-03-14,0,87.0,"['en', 'de']",Deadline - U.S.A.,6.9
4185,0,"['horror', 'thriller']",9783,en,Sublime,"Admitted to Mt. Abaddon Hospital for a routine procedure, George Grieves discovers that his condition is much more serious and complicated than originally expected; and as his own fears begin to manifest around him, he learns that Mt. Abaddon is not a place where people come to get better... it is a place where people come to die.",6.833164,['raw_feed'],['us'],2007-06-15,0,113.0,['en'],Sublime,5.3
4186,0,"['thriller', 'comedy', 'horror']",386826,en,A Beginner's Guide to Snuff,"Two brothers, desperate to break into the world of television and film, decide to enter a horror movie contest. And what could be more horrifying than the elusive snuff film?",0.060127,[''],[''],2016-03-04,0,87.0,['en'],A Beginner's Guide to Snuff,0.0
4187,1800000,"['action', 'science_fiction']",205126,en,Independence Daysaster,"When Earth is attacked by a hostile alien force, a small town firefighter and a rogue SETI scientist team up to activate the only technology capable of defeating the invaders.",1.959405,['independence_day_productions'],['ca'],2013-06-27,0,86.0,"['en', 'fr', 'de']",Independence Daysaster,4.2
4188,1800000,"['comedy', 'romance']",98557,en,Dysfunctional Friends,"A group of college friends are reunited after the death of their very successful friend. The will dictates that each person will receive a large sum of money if they can all successfully stay in his mansion for a week. If one person leaves, everyone forfeits the money.",0.21544,[''],['us'],2012-02-03,0,101.0,['en'],Dysfunctional Friends,5.0
4189,1530000,"['action', 'drama', 'thriller']",104,de,Lola rennt,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",27.36562,"['x-filme_creative_pool', 'westdeutscher_rundfunk_(wdr)']",['de'],1998-08-20,7267585,81.0,"['de', 'en', 'ja']",Run Lola Run,7.2
4190,500000,"['drama', 'horror', 'thriller', 'romance']",10894,en,May,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.",8.650779,"['a_loopy_production_llc', '2_loop_films']",['us'],2002-01-13,150277,93.0,['en'],May,6.3
4191,1493619,"['adventure', 'family']",246449,en,Against the Wild,"The action-packed feature film tells the dramatic tale of two siblings and their Alaskan Malamute, who must make an emergency landing when their small plane has engine problems. They find themselves in a beautiful but potentially dangerous natural environment that they must overcome together.",2.492747,['against_the_wild_films'],['ca'],2013-12-29,0,90.0,['en'],Against the Wild,4.9
4192,0,['drama'],32579,es,La misma luna,"Tells the parallel stories of nine-year-old Carlitos and his mother, Rosario. In the hopes of providing a better life for her son, Rosario works illegally in the U.S. while her mother cares for Carlitos back in Mexico.",2.756435,"['the_weinstein_company', 'fidecine', 'creando_films', 'potomac_pictures']","['mx', 'us']",2008-03-20,23311391,106.0,"['en', 'es']",Under the Same Moon,7.0
4193,1700000,"['action', 'science_fiction']",1688,en,Conquest of the Planet of the Apes,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",18.828683,"['twentieth_century_fox_film_corporation', 'apjac_productions']",['us'],1972-06-29,9700000,88.0,['en'],Conquest of the Planet of the Apes,6.1
4194,1700000,"['drama', 'thriller']",1999,en,In the Bedroom,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. He is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",6.979638,"['miramax_films', 'greenestreet/ske_films']",['us'],2001-11-23,0,130.0,"['sh', 'en']",In the Bedroom,6.4
4195,2000000,"['thriller', 'crime', 'horror']",43947,en,I Spit on Your Grave,"A remake of the 1979 controversial cult classic, I Spit on Your Grave retells the horrific tale of writer Jennifer Hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. But Jennifer's presence in the small town attracts the attention of a few morally deprived locals led by Johnny, the town's service station owner, his two co-workers, Andy and Stanley, who along with their socially and mentally challenged friend Matthew, set out one night to teach this city girl a lesson.",26.281839,"['anchor_bay_films', 'cinetel_films', 'family_of_the_year_productions']",['us'],2010-06-17,572809,108.0,['en'],I Spit on Your Grave,6.3
4196,1700000,"['comedy', 'crime']",24066,en,"Happy, Texas","Two escaped convicts roll into the village of Happy, Texas, where they're mistaken for a gay couple who work as beauty pageant consultants. They go along with it to duck the police, but the local sheriff has a secret of his own.",2.079125,"['miramax_films', 'marked_entertainment']",['us'],1999-12-03,1943649,98.0,['en'],"Happy, Texas",5.5
4197,0,"['drama', 'thriller', 'romance']",9709,en,My Summer of Love,"In the Yorkshire countryside, working-class tomboy Mona meets the exotic, pampered Tasmin. Over the summer season, the two young women discover they have much to teach one another, and much to explore together.",3.939753,[''],['us'],2004-08-20,0,86.0,['en'],My Summer of Love,6.0
4198,1000000,"['drama', 'romance']",191714,hi,Dabba,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system (Mumbai's Dabbawallahs) connects a young housewife to a stranger in the dusk of his life. They build a fantasy world together through notes in the lunchbox. Gradually, this fantasy threatens to overwhelm their reality.",14.017809,['utv_motion_pictures'],"['in', 'fr', 'de']",2013-09-19,4235151,104.0,"['en', 'hi']",The Lunchbox,7.3
4199,0,"['drama', 'romance']",25312,en,Yes,"She is a scientist. He is a Lebanese doctor. They meet at a banquet and fall into a carefree, passionate relationship. But difficulties abound because of his heritage and her loveless marriage. She flies to Havana to sort things out on the beach and in the cabarets. She sends him a ticket, but harbors no illusions that He will join her in this Caribbean melting pot.",3.677831,"['greenestreet_films', 'uk_film_council', 'studio_fierberg', 'adventure_pictures']","['gb', 'us']",2005-08-05,0,100.0,['en'],Yes,5.9
4200,1644736,"['comedy', 'romance']",34106,en,You Can't Take It With You,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby. His wealthy banker father, Anthony P. Kirby, and his snobbish mother, strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things do not turn out the way Alice had hoped.",3.426314,['columbia_pictures'],['us'],1938-08-23,7433101,126.0,"['en', 'ru']",You Can't Take It With You,7.2
4201,1650000,"['war', 'drama', 'romance']",11426,en,From Here to Eternity,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",6.915201,['columbia_pictures_corporation'],['us'],1953-08-04,30500000,118.0,['en'],From Here to Eternity,7.2
4202,1600000,['western'],13909,en,She Wore a Yellow Ribbon,"After Custer and the 7th Cavalry are wiped out by Indians, everyone expects the worst. Capt. Nathan Brittles is ordered out on patrol but he's also required to take along Abby Allshard, wife of the Fort's commanding officer, and her niece, the pretty Olivia Dandridge, who are being evacuated for their own safety. Brittles is only a few days away from retirement and Olivia has caught the eye of two of the young officers in the Company, Lt. Flint Cohill and 2nd Lt. Ross Pennell. She's taken to wearing a yellow ribbon in her hair, a sign that she has a beau in the Cavalry, but refuses to say for whom she is wearing it.",8.535178,['rko_radio_pictures'],['us'],1949-10-22,5400000,103.0,['en'],She Wore a Yellow Ribbon,7.1
4203,0,"['drama', 'music']",206284,en,Grace Unplugged,"A talented young singer and aspiring songwriter’s Christian faith and family ties are tested when she defies her worship-pastor father and pursues pop-music stardom in GRACE UNPLUGGED, a moving and inspiring new film that explores the true meaning of success.",2.160586,"['coram_deo_studios', 'birchwood_pictures']",['us'],2013-10-04,0,102.0,['en'],Grace Unplugged,6.0
4204,0,"['comedy', 'drama']",27455,en,Foolish,"'Foolish' Waise is a talented comedian with a hard-edge trying to make it in the comedy clubs in LA while his brother is a hard-nosed gangster trying to make it on the streets. With all the competition they face in their chosen ""professions,"" their biggest battle is with each other over the love of a pretty girl.",0.796009,"['no_limit_films', 'shooting_star_pictures']",['us'],1999-04-09,6033999,84.0,['en'],Foolish,6.3
4205,0,"['drama', 'crime', 'thriller']",66468,en,N-Secure,"N-Secure is a no holds-barred thrilling drama mixed with murder, mayhem and manipulation among affluent professionals. This film sheds light on a man's downfall from the pinnacles of success into the depths of his damaged character. His insecurities lead him into a series of troubled romantic relationships and eventually a web of events that include betrayal and murder.",0.13456,[''],[''],2010-10-15,2592808,0.0,[''],N-Secure,4.3
